name,Maximum uncertainty,Average Uncertainty,Number of Joints,Camera Scale,Camera X translation,Camera Y translation,Global X rotation,Global Y rotation,Global Z rotation,R0X,R0Y,R0Z,R1X,R1Y,R1Z,R2X,R2Y,R2Z,R3X,R3Y,R3Z,R4X,R4Y,R4Z,R5X,R5Y,R5Z,R6X,R6Y,R6Z,R7X,R7Y,R7Z,R8X,R8Y,R8Z,R9X,R9Y,R9Z,R10X,R10Y,R10Z,R11X,R11Y,R11Z,R12X,R12Y,R12Z,R13X,R13Y,R13Z,R14X,R14Y,R14Z,R15X,R15Y,R15Z,R16X,R16Y,R16Z,R17X,R17Y,R17Z,R18X,R18Y,R18Z,R19X,R19Y,R19Z,R20X,R20Y,R20Z,R21X,R21Y,R21Z,R22X,R22Y,R22Z,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16
c7406de312d0ef6932e4b79647504f02,0.70441616,0.27384117267287844,17,0.06455863267183304,-0.3420651853084564,2.5,-2.777253313939915,-17.488373228284782,5.711213792441548,-7.512164775618307,8.499340554096712,6.925495495256993,-26.15612746429379,-4.714006173619687,-0.9455745903477387,23.64590146317258,-1.4377183214643068,2.7581686981818416,27.90530817488279,2.2478980718948827,-8.089739232212924,72.0180268728022,-3.7882329420060494,16.678985566354516,0.8478584889869513,-2.9894359152707115,-5.627015916108685,0.7897207191845961,14.030583130776655,-1.4503744485529289,-0.10794390276637822,-6.703733767058665,5.15812471024778,0.36652086418928376,0.9260876337588692,-0.5337082603412989,-6.360226905112622,5.635078954423886,5.846278648844435,-4.084679373683882,-8.41689760949372,-7.370148921074462,12.838117479057054,-9.497912503205283,3.0395863658081184,-2.6647671419423866,-22.626208861603036,-13.503514507999697,-7.423109354125096,25.003119815409352,-15.016527767657166,-19.712646529614236,10.922870964082948,11.371392411404761,0.3357663099452882,-9.231076649126749,-51.32406998965931,-32.496523768924924,29.06055612581499,9.151399077363966,33.78715289939595,-36.81222319222709,30.342944633052397,110.00550364004046,71.1789449634553,-134.5646987254394,5.35175502368894,-9.966080989674637,15.955029910562768,9.336223996304511,12.888449996824525,-3.7726455965464343,-15.388844794409147,-1.2702199916224974,-12.714486786211593,-6.887820171795203,0.6396895309280365,17.14508279795806,0.9921470284461975,0.9981997013092041,0.9510493278503418,0.975309431552887,0.9886189699172974,0.9356092810630798,0.9227167367935181,0.950108528137207,0.9731050133705139,0.9428826570510864,0.9550324082374573,0.8567149043083191,0.8522214293479919,0.9770042300224304,0.9496469497680664,0.887309193611145,0.9216600656509399
c8640bec672b60b0cf5581ab47ff54b3--male-photoshoot-male-poses,0.8716854,0.26731487075312954,12,0.056597545742988586,-0.09975793957710266,2.5,31.33605413837225,-2.3893137235654116,3.9066090849456563,-58.519455714214295,-1.448428911856533,17.890389625095267,-58.1369377999369,0.08396168118764863,-11.139418696623618,44.73685113899142,2.7676923297623666,0.9107755235784641,27.30956712264323,6.040230834950233,-8.486017416346955,45.894120825917945,-5.44325479913137,10.197711487449988,-5.112691572549324,-4.066645966727756,-3.784226609171014,12.366932610295493,4.0757642692697225,-2.677676626360534,2.4711351209539334,-6.597337349036438,13.23398670561453,-1.2362789673677057,4.902350774416904,4.473492161055089,-18.020936738249016,14.473691653181232,0.1986428985595833,-8.537125160585223,-1.8305032907246994,-27.57365467935448,-0.7741981004395372,-10.39625996398038,-9.466226401871948,-2.9583681595006737,-43.836734659221285,7.363237623408056,4.6303918515740365,42.60342106117042,-17.039255846957886,-24.019652829650262,-11.059111893683546,17.826158526140468,-25.06074782898404,-34.26939499065011,-51.461817829745534,-30.397770561520087,26.634734187362216,48.968740726082935,36.201614525711705,-20.211953848509676,19.782736223329614,44.078376506772585,32.85129745479373,-32.90601751532929,3.7423063231400606,2.0716119566339115,14.103683230368716,9.380980518388311,7.50513053454684,-24.835196199570003,-5.930639595943732,-0.383451382357438,-0.8166002349720937,-7.399731324143434,5.332802956289448,7.757220010207317,0.9369207620620728,0.9495595693588257,0.9567067623138428,0.9445807337760925,0.9106734991073608,0.7212880849838257,0.8119831681251526,0.8823521137237549,0.9283835291862488,0.6550518870353699,0.9274536967277527,0.836842954158783,0.8343283534049988,0.7630519866943359,0.6924906373023987,0.5182520151138306,0.13723985850811005
custom_resized_539fa07b-7db6-4cb5-bb35-df8840a2597e,0.8970826,0.26685848527240563,14,0.026292946189641953,-0.046997811645269394,2.5,14.644958646619303,27.57434794355524,-2.8866129668448703,2.61793402890749,-0.827004640790433,2.391868000871585,-9.549647771073545,2.5056916092859667,2.394318544679739,3.6489713612450134,-0.47955745338438005,-2.2982448903709276,4.328130794478408,-4.79983475761689,-1.276399818717478,6.148414628100888,1.0359852707826687,-1.7024064012139895,-1.1655783986084345,-0.7330896997853164,-2.5721724017986394,-0.19413725488383596,0.6740331094570358,0.6815194770350458,0.8991982462135868,-3.098478391266084,1.938508645183288,0.028235078219067043,-0.42401518214705614,-0.9628015013732745,-2.030798374691912,1.792108236079119,0.419763736234267,-0.8157675388627339,2.5338569615455717,-7.20528522998328,-11.858813493597088,-18.06611160941948,-1.227568768628647,4.500235766750274,-5.286899389311907,-12.59875520714125,5.40544159122571,6.102158452607446,8.114362917944467,-7.183669388807482,-13.684890181409385,6.468238662873558,1.26772932045297,-17.899045182320968,-63.56302449170262,2.4480435320305896,11.96667584096993,65.2488654430235,38.978270838429474,-49.8504225252832,26.283570256469766,47.465296561452654,35.56325821569314,-18.730931487377255,9.367179267396654,-7.491071443914015,18.733834317774512,2.570848198873303,8.795126164972345,-17.62846382325633,-11.878370886511775,-1.2254515167076487,-11.077612314824172,-7.692091595150306,4.997334373222863,11.796873923108828,0.9661173224449158,0.9912179708480835,0.9632244110107422,0.9377356171607971,0.9322037100791931,0.9335719347000122,0.8753637075424194,0.9340941309928894,0.9548853635787964,0.9187238812446594,0.9556229114532471,0.8330548405647278,0.7813203930854797,0.7962859869003296,0.6974852681159973,0.09152595698833466,0.13131560385227203
d302a8ef244108695e02a77e28861908,0.79952294,0.25017777674869296,14,0.06922180950641632,-0.034521330147981644,2.5,33.85151377194498,9.29075457322609,15.77785651103993,-71.59923382384287,-8.722609192780673,5.418292165262266,-66.65298158164889,6.322293742009664,2.0200598232127707,41.26930753134852,3.492211049273816,-0.2661750332763357,80.24434769030057,-5.804336164698679,-8.125143517775687,59.88605362372879,-3.7323995606357805,9.356499412855694,-11.493791108878682,0.22035077386640442,2.770751400736886,-8.091187232316967,3.0434744509931484,5.634675119489208,-12.04615619102043,-3.027376122006251,6.245190297790329,-4.230948728533351,3.7130611606613586,4.230950862967466,-12.518842847625747,6.72157037918933,2.028824023134955,-7.45250648831283,3.6110847288057757,-21.61333449637246,-10.86245708710054,-2.7351223592617493,-6.678603366668073,-8.627940209563357,-29.293110406675584,-14.13565705342084,-4.531942358651119,34.141704604116725,13.726813882534923,-4.477797314666312,-3.7343820230423765,7.586062299795967,-19.150194111842026,-29.678442358891026,-64.30830058298856,-18.683097965072363,28.058662997222502,58.83118554793368,22.148421761235014,-33.53228439051693,21.4675748443898,21.11838825326207,41.94011407011381,-26.439916701665943,6.496607426704383,3.4602207910790033,25.982814829199302,0.08278737556818906,6.634641707848933,-24.05804190788032,-6.829521945908206,-1.2440109549515717,-7.631563312499299,-7.600101753634928,6.865815436723538,11.70819586956726,0.9336614608764648,0.9655503630638123,0.9573364853858948,0.9150403141975403,0.8555054664611816,0.8098294734954834,0.817003071308136,0.9317587018013,0.968796968460083,0.9105507135391235,0.903671383857727,0.8461161851882935,0.7853572368621826,0.8204997777938843,0.6263636946678162,0.7288137674331665,0.6896550059318542
depositphotos_315465728-stock-photo-full-length-portrait-girl-wearing,0.62666947,0.24393736187507856,16,-0.01943032816052437,-0.2971881031990051,2.5,-166.18403495963796,-50.435499944681084,-177.88570629100056,-8.888821846232934,-0.8245535100128976,2.3647438255735835,0.93130536467623,1.030937760986029,5.166343135366597,3.29790540087847,0.21658816672694722,3.0493067922141046,37.021445546882916,-1.361782732871338,-1.3204230559608547,0.8787851586619458,3.995292261129102,3.164656521021161,1.5106961179815428,-3.2855111688558356,5.068125441988637,1.5134605303263997,12.528867004006386,-2.8336638462950505,-7.055346356002222,-10.563567155247135,-0.2879274782355338,1.235315910694734,-1.8890585024792188,2.6719155752390398,-16.435866690395205,1.9862597783313165,4.622440230719673,4.904680722697525,-1.015774100698366,-7.529965956142652,-7.011175522639749,10.508092358808293,-3.620179979459294,6.8984598989747905,3.0343516661395387,-26.122178009024243,3.9714216037535532,-2.485161127857966,25.484062463173924,-5.7931517299327835,6.393179579650172,-1.048981626669322,9.209284076806178,-11.963624453958227,-62.553030758754495,7.707317794357557,3.5685520736270484,54.088783716613314,13.852633651009375,-16.967222964423637,4.009137481463541,-2.5903562863599174,12.440515091997687,-11.855464139582844,1.6764500815423544,-5.876546205264523,-2.5642653906172916,-2.188369344740225,1.5692924175927878,-1.7822930407983992,-10.233473504170528,-4.554890513601893,-14.627000371744046,-6.49522089830287,5.348181980979377,16.73924320275966,0.9019131660461426,0.9173030853271484,0.662419319152832,0.9030399918556213,0.8770618438720703,0.9535929560661316,0.9495190978050232,0.9280654788017273,0.9057603478431702,0.9374240636825562,0.9394630789756775,0.8158140778541565,0.8772812485694885,0.9153682589530945,0.9072934985160828,0.8317970037460327,0.8699200749397278
depositphotos_315497676-stock-photo-full-length-portrait-brunette-girl,0.7769818,0.29462398961943365,12,0.09164738655090332,-0.2334129363298416,2.5,3.3180540320431846,-63.752234392090315,-7.27257966878083,-7.533321286572421,-7.69782810027947,6.49820227587558,-85.78578944695865,13.105051517104908,7.657686224753659,44.723265892732265,-7.629420340647208,9.847120438674171,128.96418949283907,-19.52609528036097,1.1067092115955062,127.1645985710808,9.144980407091445,1.8451209627655847,1.3371866880615932,-1.0900204981322261,6.44069037551678,-35.80758432758825,6.448135281712094,13.227655974027575,-19.42171120682296,-7.618825863470872,7.451849082605216,-1.7653253567962066,-5.372444947345378,2.8659055408286838,-26.783599867869935,12.577739568838767,6.263190834461074,-11.630014963006355,4.447872548365194,-24.323321332601736,-5.4950963618185895,18.979784307144794,-9.656221774014194,-2.541819041127103,-23.15433787124864,-16.675596084978896,-0.6242247019866582,9.21895477089727,12.31291776679174,-11.116553784603354,11.607163711364432,-0.5862319881718738,-18.43460202268896,-18.61497536583795,-55.023419972448686,-0.253920606688275,0.2960212790824253,51.690379865036256,2.2574970489996895,-19.514460053109854,16.667852358007394,101.3606971320954,56.72672913257188,-129.73300924619406,6.498725639120733,-1.8406442006514643,34.87896546841166,3.922690338459628,10.256323048265159,-33.527100276936885,-5.2192570377535095,-1.9132166681301424,-10.785694298566058,1.4908257103038005,1.4168255198451782,16.95516426544398,0.9684934020042419,0.9634361863136292,0.9958670735359192,0.9433987736701965,0.8189680576324463,0.9033932089805603,0.7228349447250366,0.8393818736076355,0.6321910619735718,0.9409253001213074,0.9137548208236694,0.7102975845336914,0.44246673583984375,0.8996197581291199,0.688365638256073,0.8240695595741272,0.8758137226104736
depositphotos_315541472-stock-photo-full-length-portrait-brunette-girl,0.73370254,0.2657246511119333,17,-0.07911702990531921,-0.323700487613678,2.5,-12.520072281676349,70.91305935944504,22.701033583960527,-36.243995849511634,-5.308206591314585,18.82941086237779,18.05571093886084,-6.541424139830244,-3.0798441411064084,20.55146718422538,5.666516180739339,-2.370498473392731,65.13838030300938,0.10714267622001077,-4.391952082083007,0.9546059146994939,2.0580218011762903,-1.2549076679986808,-0.32219419045594394,-7.830618930575566,0.08409196838008795,1.564712028702354,6.244535453403654,-6.5405827459018635,-11.086768183406575,-4.618205940321087,-5.4979919351398525,-4.678324838508717,-0.9816367085049367,0.9487440115660362,-10.21709897940907,4.073774976673956,3.7144967810475307,4.9427901900584335,-7.14850117165791,5.7394630279618974,-2.6216150739833037,-25.72206894253948,-8.11740320589877,2.067553757049866,-8.83306701203812,-20.627099576452224,1.2595057726922747,8.883163888279224,19.55508601829309,-8.957460124749685,-24.851952361151337,5.872915532833838,-3.5610973490348026,-10.114020325776176,-53.38646951520675,-3.8880446307815615,2.869033554025138,56.47510496354861,12.867292632096763,-24.99409201287389,14.697395716424783,-9.491058408373176,19.69930033997603,-8.191456970653693,-2.3650298397450777,-4.916674534880067,15.145027531607202,1.5882038240223781,2.8374349644905434,-19.942400432915125,-7.822456854517401,-3.5782191391801437,-13.781236829841585,-6.992778834997143,6.913925581689814,14.9826278312591,1.0129228830337524,0.977746844291687,0.9598932266235352,0.9111865162849426,0.9397487044334412,0.8025662899017334,0.9155393838882446,0.9084136486053467,0.9084176421165466,0.9287382364273071,0.9713795185089111,0.8465257287025452,0.7857496738433838,0.976363480091095,0.9029970765113831,0.9247289896011353,0.9370763301849365
depositphotos_470210122-stock-photo-sexy-biker-poses-photo,1.0,0.3049407992899926,10,-0.13663215935230255,-0.04382577911019325,2.5,-127.08424822568477,67.17372203415982,147.05007962254763,-1.9545958751127837,-1.5281500260752756,4.734811783605192,-0.44599678528899345,-7.550779250090974,-1.7022345792676814,24.190252172096965,2.381875647559268,2.8590787667532562,41.586282950350466,-9.30490331009177,-0.4231301924018635,26.96907194723434,0.5328076358662093,2.555719756748548,1.9573059661093977,-0.46714742654929,5.777943886858926,-10.54448360670612,12.16180410027344,2.2902209122000436,-3.273288331892686,-4.183953611949078,2.4621246073348053,1.5538258811041172,0.37932928315205594,2.7918919034351335,-8.583124777097966,5.985716533863422,1.668935059186342,-1.4925285618412494,-1.0281728150326435,0.04788905761253782,13.756349328053352,-11.81412441963134,-2.3131014055893515,-6.00391813422786,6.823568582272893,5.577581568217072,-3.948707809668676,1.3492321535497338,10.994702356036681,2.259156571524591,-15.808131324536012,2.5719134949404134,-21.82385458697059,-2.946126539517307,-16.14717849984086,-1.840233748971029,1.3135979894327194,40.32394787851622,78.16454825784253,-70.25644595377504,116.89299126700044,36.630871424479494,69.56974556481113,-72.31867813968782,-9.89309188065659,-8.503433544956842,-3.9108971630839546,-24.99497993746599,14.679879696298284,-44.14296960575339,-0.4864630414395274,2.056543278664394,-4.914791537103259,-0.6147666508943359,5.719228165658912,12.832962393780987,0.9555219411849976,0.9567451477050781,0.9367891550064087,0.53813636302948,0.9318931102752686,0.8221206068992615,0.8601999282836914,0.941840648651123,0.9260549545288086,0.893784761428833,0.9334214329719543,0.5391954779624939,0.7031249403953552,0.3769586682319641,0.6487917900085449,0.05585513636469841,0.03154214099049568
depositphotos_470210180-stock-photo-sexy-man-poses-photo,1.0,0.3770745082269051,8,-0.11788390576839447,-0.09256215393543243,2.5,-146.82001153054492,65.26180865150069,165.65783718598016,-5.419042205410498,9.119765056223052,7.996087093408295,-1.3147441805528122,-8.267141443072958,-2.701837353332396,16.394400611944057,1.8190063748042755,0.8749179375703964,19.249554581245494,-4.301998063827116,-1.26797926268791,25.199308461581506,-5.657433736690514,2.655906465598176,5.27584857012165,-1.6280256411525507,1.707867030733709,-5.810184941062325,9.213659666743217,-0.7766743108179313,0.5806704532793381,-1.4678845989856086,2.5185880736560082,2.3537943920038185,0.5391677159222548,-0.16756416379406336,-6.942606826675168,3.0331583040254904,3.6386552142773554,3.8328498720986883,-16.806484707591142,14.188259755313693,24.38656546922147,-24.076237531829236,5.019678910205736,4.808903541287374,8.20156821194625,-4.745523654657887,-0.5108366782144237,8.393774004058642,5.123919549771179,7.441268265807221,-15.46595079994942,7.493211854445168,6.9562983677532815,-11.39776633311112,-50.24687402546742,-5.964967272938569,12.202467631497111,54.093465811289356,60.372807054929744,-62.231342509225236,64.424502591338,23.59564663880692,53.20138846417233,-30.52898874075979,-22.411880940542623,-6.367301273545463,13.002360476707413,-16.425512123613466,6.999463882647293,-16.35395052413195,-8.716765112172082,0.4554802361472917,-9.13066859945933,-3.544235746408157,4.855411580006461,8.46103258436305,0.971679151058197,0.9618293642997742,0.9710817337036133,0.4488884508609772,0.9651360511779785,0.8432397246360779,0.8536867499351501,0.3409794569015503,0.9210464954376221,0.6646003723144531,0.9410889744758606,0.6441518068313599,0.6311109066009521,0.7445173263549805,0.6794419884681702,0.08362813293933868,0.044647399336099625
e760c982b3e5c7bbd9398c7da5e08481,0.6406993,0.23391696225198902,13,0.08779072761535645,-0.2170829325914383,2.5,3.7834027176023812,0.7219822113692889,-178.96519036856438,-20.697158534316337,-0.6612388844811324,11.534799564655438,-29.957380454405175,-1.6904564516525233,-8.64347120596232,20.778075785413478,0.19161384683106003,-0.8918542453910893,49.79043297380298,-12.551546647145415,-7.610708183642312,54.643436058353366,7.786625682131514,3.8056541932578134,-2.952146497497027,0.07320054472752165,1.5438929717819203,-8.959509181500689,8.954438619815601,-5.060087589996002,-7.408469697412819,-15.351201914345914,13.211219977563585,0.3998325238646558,-1.1926422761426694,0.6657949941835012,-13.162997134476003,8.646055578789525,10.37764001452928,-1.853149636691523,13.958942130346038,-24.071519578660048,-14.22989402717315,8.887510449912291,1.2864388094152215,-7.264354413472843,-3.5777151992854437,-12.163692647578948,-6.143963479196155,7.625457977154954,17.618500284804572,4.613149465901163,-3.202692350405081,-2.506572703688898,-8.969593102036566,-7.95103772696383,-7.190066714738846,-6.933124816559897,15.920084955221691,22.4409263199881,-9.02290870492404,-31.47096061976376,5.143469258723048,-6.86061254012328,32.648297402471776,-5.647019405753537,1.6875795546297727,-2.6463474024113314,4.914639565394226,2.6972493872008516,1.806231786622236,-2.638749670733339,-10.989087086765284,-0.8092634378647364,-9.771158489819875,-4.895640540444189,4.3283049643022435,7.397781305135395,0.6488839983940125,0.7615247964859009,0.5743348598480225,0.7134347558021545,0.7236494421958923,0.9471269249916077,0.9803222417831421,0.9541932940483093,0.9495353698730469,0.9349119067192078,0.9117857813835144,0.8589556813240051,0.8389773964881897,0.8869197964668274,0.8664316534996033,0.7791576385498047,0.7557817101478577
ea139ed5715e1ce55ae17aab62a92229-screen-small,0.8699865,0.34473593485607873,11,0.01566217839717865,-0.5441442131996155,2.5,85.39633206048451,5.530369166239828,82.27121315669103,-72.12196186140228,-4.557344685948043,3.529377310199029,-73.49454984681887,2.976703802327573,-3.637051400482872,58.71339210550764,4.421698409692059,-0.14298283323950314,23.940700965486794,1.8803615372316769,-10.467146228507712,30.300915063994722,5.2744714332302465,4.267181601419799,-9.208008538978678,-2.9410051783002666,-3.5333915404402925,-0.25054777389875804,15.521505851111012,-8.07700092941085,-4.614552216001954,-14.924195562909642,15.760574424892505,1.3580364808332919,4.007614776165451,5.981535177430905,-0.9783382607443494,5.753418811983527,14.532446647968975,5.4709960393322,13.763286238929146,-28.39233481365055,-6.9239860234504205,2.722554811188926,-7.871303806140394,-13.554912535277689,-41.29661462765022,19.2643129124946,-3.1028238856820933,47.37172980001265,-25.578745960543223,-18.270501605237527,-9.393028972084213,11.396378097162314,-22.335659444499864,-26.746448761426944,20.6453720400293,-36.67563648429976,34.82714140808419,-4.675844199179533,-39.57933431557977,-27.3083667168966,1.9533608915334808,-30.313656781891382,34.65350092390954,-8.760743846464148,6.433289865551072,-8.051827413451123,16.60404814587572,4.459489846369739,2.5339641101381765,-5.443536544434633,-7.199052682365643,0.686413734462183,-1.4785058633100958,-6.168923978631144,4.7337595075861865,2.7327973201795945,0.9905768632888794,0.9335852265357971,0.9046173095703125,0.8467008471488953,0.7062814235687256,0.7810496687889099,0.7061821222305298,0.8572645783424377,0.6826213598251343,0.8159995079040527,0.81453537940979,0.8821959495544434,0.6321730017662048,0.893642246723175,0.7182228565216064,0.8792915344238281,0.7434181571006775
eb6299babe6a106cae1688998ee77318,0.9107063,0.2341783588885293,14,-0.19490137696266174,-0.36879661679267883,2.5,-6.695025275866899,29.61366142970804,7.474106107789349,-87.21109966257856,-16.641486120263853,11.778530596319113,-66.32559695435182,1.5768773426660871,-6.551288213652212,67.8029873623931,4.469597245680889,-6.890169329982864,66.43909420778994,5.458484840320029,-3.8816242529617497,52.22186079001705,-11.65018280407811,15.740138498895828,-6.665206804384739,-5.520470087698364,-8.719326433110837,33.698257987348235,-2.3699915452902687,-11.153639150475584,32.33650609704987,-3.456218300225376,31.44331542909813,5.138577135730026,7.302477968098915,2.452050932082683,-23.988865751966433,5.9132465192222945,8.399881900723924,-12.795696881669398,17.147377741519186,-56.36406316311713,32.96999931237938,-17.96898119678002,-31.29567064490455,-3.0396410073214786,-26.509415584018114,17.030470516137957,3.9850640528470076,42.15141280227732,-13.427620007263453,-17.023266374110886,-26.356041978658187,11.990794946476537,-14.659121043863324,-33.66711573982756,-20.031679543103653,-34.93586435929245,34.376451375700896,48.06625417067081,124.46678313195248,-35.19038452852381,148.07126120535622,106.21125159382834,58.099890853878755,-123.29474999113498,-7.875564990408835,-24.496039741238434,78.65457334965592,5.853172871037916,26.606153260780296,-70.70798975980458,-4.311881347556125,-1.7518439507567765,-15.9235905498132,-7.834456643115467,4.981163900362858,13.527193066304838,0.9412737488746643,0.9743968844413757,0.9777292013168335,0.49373140931129456,0.953988254070282,0.6427821516990662,0.7835378050804138,0.9374709725379944,0.9409153461456299,0.8092697858810425,0.9325705766677856,0.6346336603164673,0.7715027928352356,0.902455747127533,0.9477975964546204,0.8849713802337646,0.8391205072402954
ed29c4f66a9dc5814821378a6498c4df,0.76015216,0.288639660370205,15,-0.18505311012268066,-0.3166812062263489,2.5,-48.2909742245534,1.0488460901029795,-15.641192963484437,-59.603427226062834,-5.058495729032566,9.937419808369972,1.6522555237897594,-9.678171440685675,3.1252725830498096,32.1901112374744,3.349107273661236,-7.535547928241845,143.60938548853204,-20.76682817139776,-14.926939591408694,39.89634047043299,-8.259229522693145,11.4722401545,-0.14814273433254366,-9.710584957165617,0.02323049222599825,18.858775553166968,0.994609158729495,-12.164140024969583,-8.627737865209196,-6.875345685049821,-1.9254977751446485,-1.025769015331622,-2.6125966629579485,-0.31108141931548033,-21.66916104755356,6.263472579764337,6.002320723735723,-10.58826085041767,-13.226323233365777,-11.090978141256242,31.348232365662383,-22.013062779810994,2.802946137719976,1.4054592312926308,-23.087714498537043,-12.703950365643202,-12.085078024005748,22.955903800386846,-1.6096850891271854,-25.559600940299678,-9.012379114544819,13.038991634999837,-4.787586947774588,0.12381562822136807,-27.76019909841858,-17.32347026360587,20.565262458801513,26.31317912652177,10.45288137842614,0.2195909019810273,5.96869570245175,119.69067773217269,45.77422027013295,-160.16244456470633,18.575320995064146,-4.0909593057388856,15.161380712027505,2.4847374426860136,7.925238394921399,-15.291514598736464,-20.74613952840179,-0.24258001138639437,-10.971201382649959,-7.642382332144599,1.8931482916881754,18.68698263516281,0.9568318724632263,1.0074368715286255,1.0204812288284302,0.9613812565803528,0.9551646113395691,0.9035443663597107,0.9345309138298035,0.8934199810028076,0.9543188810348511,0.9252197742462158,0.8404324054718018,0.46810171008110046,0.669735312461853,0.8415595293045044,0.826266884803772,0.9074503183364868,0.8629253506660461
excited-curly-black-guy-expressing-amazement-indoor-photo-jumping-funny-african-young-man-excited-curly-black-guy-expressing-223170596,0.6613908,0.23825877373348733,17,0.18175958096981049,-0.22054091095924377,2.5,2.857637383394972,-52.371284838489416,-0.07614308893954098,-52.41730323802238,-12.521829347840335,6.87933750373287,-72.19591914973518,7.163007212794548,-6.233342907788119,28.875314565335074,0.10841224430209351,0.674865058514455,101.96126200543628,-15.510309463514067,-4.610567227508075,103.09143974701995,9.240234225256444,6.105367787743705,-11.466716239008752,3.067456739272944,1.0976411749769621,-20.30300710033512,3.5142924105302327,5.042252258525806,-15.529476681872417,-12.45350611179905,10.673281337658697,-1.5662497817609589,-0.23129304374166898,0.5247624734367277,-23.29582694745275,11.073238432434426,11.313655968576997,-8.547937350041353,12.75011049160144,-25.07457896205332,-18.85937148717205,20.909360558997584,-2.3452771461088124,-7.291640165433398,-7.779950879765119,-3.108378110137783,-7.2020349137120006,13.119611772868083,8.987295244817947,10.078972063823901,5.708256320530933,-4.966471309684514,-20.46366168735028,-12.12034058314323,-23.89907437759015,-17.93874736441896,18.208744742309563,19.56556352847989,-15.45584895016697,-56.199226792782625,7.049134725838917,-7.494799019653549,58.272558036096676,-17.551619072451807,-3.7871968876863233,-3.474829498496603,9.514503032699245,2.58688100073285,5.0369332487096585,-9.821919601957763,-4.084618328868174,-1.2679287833210755,-9.491486148969948,-3.3897989794152332,4.6003684744167765,7.012596201987112,0.9821168780326843,1.000019907951355,0.9658715128898621,0.9705847501754761,0.9540799260139465,0.9271533489227295,0.9500983953475952,0.9580066800117493,0.9739995002746582,0.9677824378013611,0.9348784685134888,0.8820158243179321,0.8758299946784973,0.8748359084129333,0.9316672086715698,0.8977158069610596,0.901948869228363
f5f959b64bdc5ce7c6319674a95e7030--tumblr,0.8642226,0.33642853083932456,8,-0.3730640113353729,0.09651251137256622,2.5,-93.30101243977782,23.74321799846692,-175.09855197752847,-29.660970734994134,-4.971280616633849,3.134441471680317,-40.912126203797285,-1.718994689552129,9.565825927896366,38.28611654341331,-3.12843965639058,2.99239381406815,40.63461561781966,-6.02447188098772,-4.568582908453653,50.81525163234462,5.199470406614806,4.595020863183479,-2.2332086828677125,-6.41378882169704,3.3907308733501167,14.472742256886601,9.56412350324574,-12.037257308305549,15.912694690539738,-12.277530556701905,17.869864906639382,-0.16940715427141642,-3.7254814327802035,2.2285451577684747,-13.815862473838965,1.1193848687562862,10.773049910865073,0.21172127007712965,12.697209822706045,-17.47726904824163,26.488132714564355,-17.95001546900219,-8.348917590458228,-11.93027605533564,-27.299344037003014,-2.155016036919172,-8.756901865056015,14.987378227826845,-5.909577426977528,4.943377159440232,-2.3095366871728396,10.83397434448794,-21.786379046542024,-31.92232001068571,-6.150400078715245,-15.181797855003964,4.91197835293886,5.728005812516025,-12.64694219173569,-55.694687548982955,12.52915557949882,-10.049873750412354,31.675835559012874,-12.716459003334434,11.13641597470975,-9.574720541743016,12.949109760617054,-2.4332070804928523,5.61420504254668,-13.11151970624891,-6.970018937135368,-2.376610212039423,-10.114503561659953,0.7255129389225095,5.952208479568986,8.545513486659644,0.34014639258384705,0.3929837644100189,0.421217143535614,0.9034115076065063,0.9234971404075623,0.9300245642662048,0.8778731226921082,0.9607962369918823,0.8547251224517822,0.8864328265190125,0.9395382404327393,0.5094766020774841,0.5437332987785339,0.3282774090766907,0.48071157932281494,0.44194865226745605,0.4320274591445923
